ADDRESSCOUNTRYCODE,ADDRESSSTATECODE,CITY,LASTUPDATEDDATE,POSTALCODE,RECAREAADDRESSID,RECAREAADDRESSTYPE,RECAREAID,RECAREASTREETADDRESS1,RECAREASTREETADDRESS2,RECAREASTREETADDRESS3
"USA","NM","Santa Fe","2018-06-26","87504","857054","Mailing","3135","National Trails Intermountain Region","El Camino Real de Tierra Adentro National Historic Trail","PO Box 728"
"USA","NM","Grants","2017-04-12","87020","857055","Physical","2672","1900 E. Santa Fe Ave.","",""
"USA","NM","Ramah","2017-04-12","87321","857056","Physical","2673","HC 61 Box 43","",""
"USA","NY","Hyde Park","2017-04-12","12538","857057","Physical","13923","54 Val-Kill Park Road","",""
"USA","NY","Hyde Park","2017-04-12","12538","857058","Mailing","13923","4097 Albany Post Road","",""
"USA","NY","New York","2017-09-18","10004","857059","Physical","13924","Ellis Island National Museum of Immigration","Statue of Liberty National Monument",""
"USA","NY","Cohoes","2017-04-12","12047","857060","Physical","2675","Erie Canalway National Heritage Corridor","1 Delaware Avenue",""
"USA","NY","Waterford","2017-04-12","12188","857061","Mailing","2675","P.O. Box 219","",""
"USA","MA","Salem","2017-04-12","01970     ","857062","Physical","4071","10 Federal Street, Suite 12","",""
"USA","CA","Danville","2017-04-12","94526","857063","Physical","2676","205 Railroad Avenue","",""
"USA","CA","Danville","2017-04-12","94526","857064","Mailing","2676","Eugene O'Neill NHS","P.O. Box 280",""
"USA","OH","Maumee","2017-04-12","43537","857067","Physical","13532","Battlefield is at Intersection of US23/I-475 and US 24","",""
"USA","OH","Toledo","2017-04-12","43615","857068","Mailing","13532","Metroparks of the Toledo Area","5100 W. Central Avenue",""
"USA","NY","New York","2017-04-12","10005","857069","Physical","13925","26 Wall Street","",""
"USA","OH","Canton","2017-04-12","44702-2107","857071","Physical","13926","By Mail: National First Ladies Library 205 Market Avenue South","",""
"USA","DE","New Castle","2017-04-12","19720","857072","Physical","13927","New Castle Court House Museum","211 Delaware Street",""
"USA","PA","Stoystown","2017-04-12","15563","857073","Physical","13928","6424 Lincoln Highway","",""
"USA","PA","Shanksville","2017-04-12","15560","857074","Mailing","13928","P.O. Box 911","",""
"USA","CO","Florissant","2017-04-12","80816","857075","Physical","2683","15807 Teller County Road 1","",""
"USA","CO","Florissant","2017-04-12","80816","857076","Mailing","2683","P.O. Box 185","",""
"USA","DC","Washington","2017-04-12","20004","857077","Physical","13929","511 10th Street NW","",""
"USA","DC","Washington","2017-04-12","20024","857078","Mailing","13929","900 Ohio Drive SW","",""
"USA","AZ","Bowie","2017-04-12","85605","857079","Physical","2684","3500 South Apache Pass Road","",""
"USA","AZ","Bowie","2017-04-12","85605","857080","Mailing","2684","P.O. Box 158","",""
"USA","FL","Jacksonville","2017-04-12","32225","857081","Physical","2686","12713 Fort Caroline Rd.","",""
"USA","TX","Fort Davis","2017-04-12","79734","857082","Physical","2688","101 Lt. Flipper Dr. #1379","P.O. Box 1379",""
"USA","TX","Fort Davis","2017-04-12","79734","857083","Mailing","2688","P.O. Box 1379","101 Lt. Flipper Dr. #1379",""
"USA","TN","Dover","2017-04-12","37058","857084","Physical","2689","174 National Cemetery Drive","PO Box 434",""
"USA","DC","Washington","2017-04-12","20020","857085","Physical","2690","National Capitol Parks-East","1900 Anacostia Drive SE",""
"USA","MD","Oxon Hill","2017-04-12","20745","857086","Physical","4072","8915 Fort Foote Road","",""
"USA","MD","Fort Washington","2017-04-12","20744","857087","Mailing","4072","13551 Fort Washington Road","",""
"USA","GA","St. Simons Island","2017-04-12","31522","857088","Physical","2691","Fort Frederica National Monument","6515 Frederica Rd.",""
"USA","WY","Fort Laramie","2017-04-12","82212","857089","Physical","2692","965 Gray Rocks Road","",""
"USA","KS","Larned","2017-04-12","67550","857090","Physical","2693","1767 KS Hwy 156","",""
"USA","FL","Saint Augustine","2017-04-12","32080","857091","Physical","2694","8635 A1A South","",""
"USA","MD","Baltimore","2017-04-12","21230","857092","Physical","2695","2400 East Fort Avenue","",""
"USA","VA","Fort Monroe","2017-04-12","23651-1001","857093","Physical","13539","41 Bernard Road (Building #17, Lee's Quarters)","",""
"USA","PA","Farmington","2017-04-12","15437","857094","Physical","2697","1 Washington Parkway","",""
"USA","NC","Manteo","2017-04-12","27954","857099","Physical","2700","1500 Fort Raleigh Road","",""
"USA","NC","Manteo","2017-04-12","27954","857100","Mailing","2700","Fort Raleigh National Historic Site","1401 National Park Drive",""
"USA","KS","Fort Scott","2017-04-12","66701","857101","Physical","2701","Old Fort Blvd.","",""
"USA","KS","Fort Scott","2017-04-12","66701","857102","Mailing","2701","PO Box 918","",""
"USA","AR","Fort Smith","2017-04-12","72901","857103","Physical","2702","301 Parker Ave","",""
"USA","NY","Rome","2017-04-12","13440","857104","Physical","2703","100 North James St.","",""
"USA","NY","Rome","2017-04-12","13440","857105","Mailing","2703","112 East Park St.","",""
"USA","SC","Charleston","2017-04-12","29401","857106","Physical","2704","340 Concord Street","",""
"USA","SC","Sullivan's Island","2017-04-12","29482","857107","Mailing","2704","1214 Middle Street","",""
"USA","NM","Watrous","2017-04-12","87753","857108","Physical","2706","3115 NM Highway 161","",""
"USA","NM","Watrous","2017-04-12","87753","857109","Mailing","2706","PO Box 127","",""
"USA","ND","Williston","2017-04-12","58801","857110","Physical","13930","15550 Highway 1804","",""
"USA","WA","Vancouver","2017-04-12","98661","857111","Physical","2708","1501 E Evergreen Blvd","",""
"USA","WA","Vancouver","2017-04-12","98661","857112","Mailing","2708","612 E Reserve St","",""
"USA","WY","Kemmerer","2017-04-12","83101","857114","Physical","2685","864 Chicken Creek Road","",""
"USA","WY","Kemmerer","2017-04-12","83101","857115","Mailing","2685","P.O. Box 592","",""
"USA","DC","Washington","2017-04-12","20002","857116","Physical","13931","400 West Basin Drive SW","",""
"USA","DC","Washington","2017-04-12","200024","857117","Mailing","13931","900 Ohio Drive SW","",""
"USA","DC","Washington","2017-04-12","20020","857118","Physical","2711","1411 W Street SE","",""
"USA","MA","Brookline","2017-04-12","02445     ","857119","Physical","2714","99 Warren Street","",""
"USA","VA","Fredericksburg","2017-04-12","22405","857120","Physical","2715","120 Chatham Ln","",""
"USA","PA","Point Marion","2017-04-12","15470","857121","Physical","2713","223 New Geneva Rd.","",""
"USA","PA","Farmington","2017-04-12","15437","857122","Mailing","2713","c/o Fort Necessity NB","1 Washington Parkway",""
"USA","AK","Bettles","2017-04-12","99726","857123","Physical","2716","Airport Road","",""
"USA","AK","Bettles","2017-04-12","99726","857124","Mailing","2716","P.O. Box 30","",""
"USA","NY","Staten Island","2017-04-12","10305","857125","Physical","2718","210 New York Avenue","",""
"USA","WV","Glen Jean","2017-04-12","25846-0246","857126","Physical","2717","Gauley River National Recreation Area","104 Main Street",""
"USA","WV","Glen Jean","2017-04-12","25846-0246","857127","Mailing","2717","Gauley River National Recreation Area","P.O. Box 246",""
"USA","NY","New York","2017-06-29","10027","857128","Physical","13932","Riverside Drive and 122nd Street","",""
"USA","IN","Vincennes","2017-04-12","47591","857129","Physical","2720","401 S. 2nd Street","",""
"USA","VA","McLean","2017-04-12","22101","857130","Physical","2746","George Washington Memorial Parkway Headquarters","700 George Washington Memorial Parkway",""
"USA","VA","Colonial Beach","2017-04-12","22443","857131","Physical","13934","1732 Popes Creek Road","",""
"USA","MO","Diamond","2017-04-12","64840","857132","Physical","2745","5646 Carver Road","",""
"USA","PA","Gettysburg","2017-04-12","17325","857133","Physical","2722","1195 Baltimore Street","",""
"USA","NM","Silver City","2017-04-12","88061","857134","Physical","2724","Milemarker 43 New Mexico Highway 15-43 mile north of Silver CitySilver","",""
"USA","NM","Silver City","2017-04-12","88061","857135","Mailing","2724","HC 68 Box 100","",""
"USA","MT","West Glacier","2017-04-12","59936","857136","Physical","2725","64 Grinnell Drive","Glacier National Park Headquarters",""
"USA","MT","West Glacier","2017-04-12","59936","857137","Mailing","2725","PO Box 128","",""
"USA","PA","Philadelphia","2017-04-12","19147","857142","Physical","13935","916 S. Swanson Street","",""
"USA","PA","Philadelphia","2017-04-12","19106","857143","Mailing","13935","c/o Independence National Historical Park","143 S. Third Street",""
"USA","CA","San Francisco","2017-04-12","94123-0022","857144","Physical","2730","Golden Gate National Recreation Area","Building 201, Fort Mason",""
"USA","NY","New York","2017-04-12","10004-1921","857147","Mailing","13937","10 South Street","",""
"USA","AZ","Grand Canyon","2017-04-12","86023","857148","Physical","2733","20 South Entrance Road","",""
"USA","AZ","Grand Canyon","2017-04-12","86023","857149","Mailing","2733","PO Box 129","",""
"USA","MN","Grand Portage","2017-04-12","55605","857150","Physical","2737","170 Mile Creek Road","",""
"USA","MN","Grand Portage","2017-04-12","55605","857151","Mailing","2737","P.O. Box 426","",""
"USA","MT","Deer Lodge","2017-04-12","59722","857154","Physical","2736","266 Warren Lane","",""
"USA","NV","Baker","2017-04-12","89311","857155","Physical","2732","Great Basin National Park","5500 W Hwy 488",""
"USA","NV","Baker","2017-04-12","89311","857156","Mailing","2732","Great Basin National Park","100 Great Basin National Park",""
"USA","NJ","Estell Manor","2017-04-12","08330     ","857157","Physical","12723","Route 50","",""
"USA","PA","Philadelphia","2017-04-12","19106","857158","Mailing","12723","Great Egg Harbor National Scenic and Recreational River","200 Chestnut Street",""
"USA","VA","McLean","2017-04-12","22102","857159","Physical","2735","9200 Old Dominion Dr.","",""
"USA","VA","McLean","2017-04-12","22101","857160","Mailing","2735","Great Falls Park","c/o Turkey Run Park","George Washington Memorial Parkway"
"USA","CO","Mosca","2017-04-12","81146","857161","Physical","2738","Visitor Center","11999 State Highway 150",""
"USA","TN","Gatlinburg","2017-04-12","37738","857162","Physical","2739","Sugarlands Visitor Center","1420 Little River Road",""
"USA","TN","Gatlinburg","2017-04-12","37738","857163","Mailing","2739","107 Park Headquarters Road","",""
"USA","VA","Louisa","2017-04-12","23093","857164","Physical","2740","No Physical Address","",""
"USA","MD","Greenbelt","2017-04-12","20770","857165","Physical","2734","6565 Greenbelt Road","",""
"USA","TX","Salt Flat","2017-04-12","79847","857166","Physical","2744","400 Pine Canyon","",""
"USA","NC","Greensboro","2017-04-12","27410","857167","Physical","2742","2332 New Garden Road","",""
"USA","FL","Gulf Breeze","2017-04-12","32563","857168","Physical","2743","1801 Gulf Breeze Parkway","",""
"USA","SC","Johns Island","2017-04-12","29455","857169","Physical","13526","Gullah Geechee Cultural Heritage Corridor","2817 Maybank Highway",""
"USA","SC","Johns Island","2017-04-12","29457-1007","857170","Mailing","13526","Gullah Geechee Cultural Heritage Corridor","PO Box 1007",""
"USA","ID","Hagerman","2017-04-12","83332","857171","Physical","2748","221 N State St","",""
"USA","ID","Hagerman","2017-04-12","83332","857172","Mailing","2748","PO Box 570","",""
"USA","HI","Kula","2017-04-12","96790","857173","Physical","2751","Haleakal? National Park","Route 378",""
"USA","HI","Makawao","2017-04-12","96768","857174","Mailing","2751","Haleakal? National Park","PO Box 369",""
"USA","NY","New York","2017-04-12","10031","857175","Physical","13939","414 West 141st Street","",""
"USA","MD","Towson","2017-04-12","21286","857176","Physical","13940","535 Hampton Lane","",""
"USA","MD","Fort Washington","2017-04-12","20744","857177","Physical","13941","10702 Livingston Rd.","",""
"USA","MD","Fort Washington","2017-04-12","20744","857178","Mailing","13941","13551 Fort Washington Rd.","",""
"USA","WV","Harpers Ferry","2017-10-27","25425","857179","Physical","2747","Harpers Ferry National Historical Park","171 Shoreline Drive",""
"USA","WV","Harpers Ferry","2017-10-27","25425","857180","Mailing","2747","Harpers Ferry National Historical Park","PO Box 65",""
"USA","MD","Church Creek","2017-04-12","21622","857181","Physical","13942","4068 Golden Hill Road","",""
"USA","NY","Auburn","2017-04-12","13021","857182","Physical","15097","180 South Street","",""
"USA","NY","Auburn","2017-04-12","13021-0769","857183","Mailing","15097","Harriet Tubman National Historical Park","P.O. Box 769",""
"USA","MO","Independence","2017-04-12","64050","857184","Physical","13943","223 North Main Street","",""
"USA","IA","West Branch","2017-04-12","52358","857187","Physical","2754","110 Parkside Drive","",""
"USA","IA","West Branch","2017-04-12","52358","857188","Mailing","2754","P.O. Box 607","",""
"USA","VA","Jamestown","2017-04-12","23081","857189","Physical","2771","1368 Colonial Parkway","",""
"USA","VA","Yorktown","2017-04-12","23690","857190","Mailing","2771","P.O. Box 210","",""
"USA","HI","Honolulu","2017-04-12","96818","857197","Physical","14508","National Park Service","Honouliuli National Monument","1845 Wasp Boulevard, Building #176"
"USA","OH","Chillicothe","2017-04-12","45601","857198","Physical","2756","16062 State Route 104","",""
"USA","PA","Elverson","2017-04-12","19520","857199","Physical","13946","2 Mark Bird Lane","",""
"USA","AL","Daviston","2017-04-12","36256","857200","Physical","2755","11288 Horseshoe Bend Road","",""
"USA","AR","Hot Springs","2017-04-12","71901","857201","Physical","2760","369 Central Avenue","",""
"USA","AR","Hot Springs","2017-04-12","71901","857202","Mailing","2760","101 Reserve Street","",""
"USA","CO","Cortez","2017-04-12","81321","857203","Physical","2761","Along the border between southeast Utah and southwest Colorado","Just north and west of Cortez, CO",""
"USA","CO","Cortez","2017-04-12","81321","857204","Mailing","2761","McElmo Route","",""
"USA","AZ","Ganado","2017-04-12","86505-0150","857205","Physical","13947","1/2 mile west of Hwy 191/264","",""
"USA","AZ","Ganado","2017-04-12","86505-0150","857206","Mailing","13947","Hubbell Trading Post National Historic Site","P.O. Box 150",""
"USA","NY","Albany","2017-04-12","12210","857207","Physical","12724","625 Broadway","4th Floor",""
"USA","AK","Barrow","2017-04-12","99723","857208","Physical","13948","5421 North Star Street","",""
"USA","AK","Barrow","2017-04-12","99723","857209","Mailing","13948","P.O Box 69","",""
"USA","WI","Madison","2017-04-12","53711","857236","Physical","2764","National Park Service","700 Rayovac Drive","Suite 100"
"USA","WA","Coulee Dam","2017-04-12","99116","857245","Physical","14521","1008 Crest Drive","",""
"USA","WA","Coulee Dam","2017-04-12","99116","857246","Mailing","14521","Superintendent","Ice Age Floods National Geologic Trail","1008 Crest Drive"
"USA","OH","Mentor","2017-04-12","44060","857356","Physical","13949","8095 Mentor Avenue","",""
"USA","LA","New Orleans","2017-04-12","70130","857357","Physical","13950","419 Decatur St","",""
"USA","MO","St. Louis","2017-04-12","63102","857358","Physical","13951","11. North 4th Street","",""
"USA","SD","Custer","2017-04-12","57730","857359","Physical","2772","11149 U.S. Hwy. 16","Building B12",""
"USA","GA","Plains","2017-04-12","31780","857360","Physical","13952","300 North Bond Street","",""
"USA","OR","Kimberly","2017-04-12","97848","857361","Physical","2777","32651 Highway 19","",""
"USA","MA","Brookline","2017-04-12","02446     ","857362","Physical","13527","83 Beals street","",""
"USA","MA","Northbridge","2017-04-12","01588     ","857363","Physical","2591","670 Linwood Avenue","",""
"USA","CA","Martinez","2017-04-12","94553","857364","Physical","13954","4202 Alhambra Ave","",""
"USA","PA","South Fork","2017-04-12","15956","857365","Physical","2780","733 Lake Road","",""
"USA","CA","Twentynine Palms","2017-04-12","92277-3597","857366","Physical","2782","74485 National Park Drive","",""
"USA","HI","Kalaupapa","2017-04-12","96742","857368","Physical","2785","P.O. Box 2222","7 Puahi Street",""
"USA","HI","Kailua-Kona","2017-04-12","96740","857369","Physical","13955","73-4786 Kanalani St. #14","",""
"USA","ME","Patten","2017-04-12","04765     ","857370","Mailing","14526","PO Box 446","",""
"USA","AK","King Salmon","2017-04-12","99613","857371","Physical","2786","1000 Silver Street","Building 603",""
"USA","AK","King Salmon","2017-04-12","99613","857372","Mailing","2786","PO Box 7","1000 Silver Street, Building 603",""
"USA","AK","Seward","2017-04-12","99664","857373","Physical","2787","411 Washington Street","",""
"USA","AK","Seward","2017-04-12","99664","857374","Mailing","2787","PO Box 1727","",""
"USA","DC","Washington","2017-04-12","20019","857375","Physical","2789","1550 Anacostia Ave. NE","",""
"USA","DC","Washington","2017-04-12","20020","857376","Mailing","2789","1900 Anacostia Ave SE","",""
"USA","GA","Kennesaw","2017-04-12","30152","857377","Physical","2788","900 Kennesaw Mountain Dr","",""
"USA","MI","Calumet","2017-04-12","49913","857378","Physical","2790","25970 Red Jacket Road","",""
"USA","SC","Blacksburg","2017-04-12","29702","857379","Physical","2791","2300 Park Road","",""
"USA","SC","Blacksburg","2017-04-12","29702","857380","Mailing","2791","2625 Park Road","",""
"USA","AK","Skagway","2017-04-12","99840","857381","Physical","2792","Klondike Gold Rush National Historical Park","291 Broadway",""
"USA","AK","Skagway","2017-04-12","99840","857382","Mailing","2792","Klondike Gold Rush National Historical Park","P.O. Box 517",""
"USA","WA","Seattle","2017-04-12","98104","857383","Physical","2793","319 Second Ave S.","",""
"USA","ND","Stanton","2017-04-12","58571","857384","Physical","2794","564 County Road 37","",""
"USA","ND","Stanton","2017-04-12","58571","857385","Mailing","2794","P.O. Box 9","",""
"USA","AK","Kotzebue","2017-04-12","99752","857386","Physical","2795","171 3rd Ave","",""
"USA","AK","Kotzebue","2017-04-12","99752","857387","Mailing","2795","PO Box 1029","",""
"USA","DC","Washington","2017-04-12","20002","857388","Physical","13956","10 Daniel French Dr, SW","",""
"USA","DC","Washington","2017-04-12","20024","857389","Mailing","13956","900 Ohio Drive SW","",""
"USA","NV","Boulder City","2017-04-12","89005","857392","Physical","14519","601 Nevada Way","",""
"USA","TX","Fritch","2017-04-12","79036","857393","Physical","2801","419 E. Broadway","",""
"USA","TX","Fritch","2017-04-12","79036","857394","Mailing","2801","P.O. Box 1460","",""
"USA","WA","Coulee Dam","2017-04-12","99116","857395","Physical","2802","Lake Roosevelt National Recreation Area","1008 Crest Drive",""
"USA","CA","Mineral","2017-04-12","96063","857396","Physical","2803","38050 Hwy 36 E","",""
"USA","CA","Mineral","2017-04-12","96063","857397","Mailing","2803","PO Box 100","",""
"USA","CA","Tulelake","2017-04-12","96134","857398","Physical","2797","1 Indian Well HQ","",""
"USA","CA","Tulelake","2017-04-12","96134","857399","Mailing","2797","P.O. Box 1240","",""
"USA","NE","Omaha","2017-04-12","68102","857400","Physical","2804","601 Riverfront Dr.","",""
"USA","OR","Astoria","2017-04-12","97103","857401","Physical","12726","Lewis and Clark National Historical Park","92343 Fort Clatsop Road",""
"USA","IN","Lincoln City","2017-04-12","47552","857402","Physical","13958","3027 East South Street","PO Box 1816",""
"USA","IL","Springfield","2017-04-12","62701","857403","Physical","13959","426 S. 7th Street","",""
"USA","IL","Springfield","2017-04-12","62701","857404","Mailing","13959","413 S. 8th Street","",""
"USA","DC","Washington","2017-04-12","20002","857405","Physical","13957","2 Lincoln Memorial Circle, NW","",""
"USA","DC","Washington","2017-04-12","20024","857406","Mailing","13957","900 Ohio Drive SW","",""
"USA","MT","Crow Agency","2017-04-12","59022","857407","Physical","2805","756 Battlefield Tour Road","",""
"USA","MT","Crow Agency","2017-04-12","59022-0039","857408","Mailing","2805","Little Bighorn Battlefield National Monument","P.O. Box 39",""
"USA","AL","Fort Payne","2017-04-12","35967","857409","Physical","2809","4322 Little River Trail NE","Suite 100",""
"USA","MA","Cambridge","2017-04-12","02138     ","857410","Physical","13961","105 Brattle Street","",""
"USA","MA","Lowell","2017-04-24","01852     ","857411","Physical","13962","246 Market Street","",""
"USA","PA","Philadelphia","2017-04-12","19106","857412","Physical","12727","NPS Wild & Scenic Rivers","200 Chestnut Street",""
"USA","VA","Arlington","2017-04-12","22202","857416","Physical","2813","Lyndon Baines Johnson Memorial Grove","",""
"USA","VA","McLean","2017-04-12","22101","857417","Mailing","2813","Lyndon Baines Johnson Memorial Grove","c/o Turkey Run Park","George Washington Memorial Parkway"
"USA","VA","Richmond","2017-04-12","23219","857418","Physical","2823","600 N. 2nd Street","",""
"USA","VA","Richmond","2017-04-12","23223","857419","Mailing","2823","3215 E Broad Street","",""
"USA","ME","Madawaska","2017-04-12","04756     ","857420","Physical","2815","PO Box 88","",""
"USA","KY","Mammoth Cave","2017-04-12","42259-0007","857421","Physical","2818","P.O. Box 7","",""
"USA","VA","Manassas","2017-04-12","20109","857422","Physical","2820","6511 Sudley Road","",""
"USA","VA","Manassas","2017-04-12","20109","857423","Mailing","2820","12521 Lee Highway","",""
"USA","CO","Lakewood","2017-04-12","80228","857424","Physical","14518","Manhattan Project National Historical Park","c/o NPS Intermountain Regional Office","12795 West Alameda Parkway"
"USA","CO","Denver","2017-04-12","80225-0287","857425","Mailing","14518","Manhattan Project National Historical Park","c/o NPS Intermountain Regional Office","P.O. Box 25287"
"USA","CA","Independence","2017-04-12","93526","857426","Physical","2821","Manzanar National Historic Site","","5001 Highway 395"
"USA","CA","Independence","2017-04-12","93526","857427","Mailing","2821","Manzanar National Historic Site","P.O. Box 426","5001 Highway 395"
"USA","VT","Woodstock","2017-04-12","05091     ","857428","Physical","2817","54 Elm Street","",""
"USA","GA","Atlanta","2017-04-12","30312","857429","Physical","13964","450 Auburn Avenue, NE","",""
"USA","DC","Washington","2017-04-12","20024","857430","Physical","13542","1850 West Basin Drive SW","",""
"USA","DC","Washington","2017-04-12","20024","857431","Mailing","13542","900 Ohio Drive SW","",""
"USA","NY","Kinderhook","2017-04-12","12106-3605","857432","Physical","2822","Martin Van Buren NHS","1013 Old Post Road",""
"USA","DC","Washington","2017-05-07","20005","857433","Physical","13965","1318 Vermont Avenue NW","",""
"USA","ID","Jerome","2017-06-03","83338","857436","Physical","13967","296 S 1400 E","",""
"USA","ID","Hagerman","2017-06-03","83332","857437","Mailing","13967","PO Box 570","",""
"USA","MA","Lincoln","2018-04-05","01742     ","857438","Physical","2825","Minute Man Visitor Center","Eastern entrance of the park just off I-95 on Rt 2A.",""
"USA","MA","Concord","2018-04-05","01742     ","857439","Mailing","2825","North Bridge Visitor Center / Park Head Quarters","174 Liberty St.",""
"USA","SD","Philip","2018-07-02","57567","857440","Physical","2826","24545 Cottonwood Road","",""
"USA","MN","Saint Paul","2017-04-12","55101","857441","Physical","2827","120 W. Kellogg Blvd.","",""
"USA","MN","Saint Paul","2017-04-12","55101","857442","Mailing","2827","111 E. Kellogg Blvd., Suite 105","",""
"USA","MS","CLEVELAND","2017-04-12","38733","857443","Physical","14438","Mississippi Delta National Heritage Area","The Delta Center for Culture and Learning at Delta State University","1003 W. SUNFLOWER ROAD EWING 130"
"USA","MS","Cleveland","2017-04-12","38733","857444","Mailing","14438","Mississippi Delta National Heritage Area","The Delta Center for Culture & Learning","DSU Box 3152"
"USA","MS","Biloxi","2017-04-12","39530","857445","Physical","14511","Mississippi Gulf Coast National Heritage Area","Mississippi Department of Marine Resources","1141 Bayview Avenue"
"USA","MS","Tupelo","2017-04-12","38804","857446","Physical","14439","Mississippi Hills Heritage Area Alliance","398 East Main Street, Suite 115",""
"USA","SD","Yankton","2017-04-12","57078","857447","Physical","2828","508 East 2nd Street","",""
"USA","CA","Barstow","2017-04-12","92311","857448","Physical","2831","2701 Barstow Road","",""
"USA","MD","Frederick","2017-04-12","21704","857449","Physical","2832","5201 Urbana Pike","",""
"USA","MD","Frederick","2017-04-12","21704","857450","Mailing","2832","4632 Araby Church Road","",""
"USA","NC","Currie","2017-04-12","28435","857453","Physical","2830","40 Patriots Hall Dr.","",""
"USA","NM","Santa Fe","2018-06-26","87501","857454","Physical","2834","National Trails Intermountain Region","Mormon Pioneer National Historic Trail","120 South Federal Place"
"USA","NJ","Morristown","2017-04-12","07960     ","857455","Physical","2836","30 Washington Place","",""
"USA","MI","Detroit","2017-04-12","48243","857456","Physical","12729","200 Renaissance Center, Suite 3148","",""
"USA","WA","Ashford","2017-04-12","98304","857457","Physical","2835","55210 238th Avenue East","",""
"USA","SD","Keystone","2017-04-13","57751","857458","Physical","2837","13000 Highway 244","Building 31, Suite 1",""
"USA","AL","Florence","2017-04-13","35630","857460","Physical","14440","Muscle Shoals National Heritage Area","468 N. Court St.",""
"USA","AL","Florence","2017-04-13","35632","857461","Mailing","14440","Muscle Shoals National Heritage Area","UNA Box 5231",""
"USA","MS","Natchez","2017-04-13","39120","857462","Physical","2871","640 South Canal Street","",""
"USA","MS","Natchez","2017-04-13","39120","857463","Mailing","2871","640 South Canal Street","Suite E",""
"USA","MS","Tupelo","2017-04-13","38804","857464","Physical","2872","2680 Natchez Trace Parkway","",""
"USA","MS","Tupelo","2017-04-13","38804","857465","Physical","5448","2680 Natchez Trace Parkway","",""
"USA","OH","Dayton","2017-04-13","45402","857466","Physical","12730","16 South Williams St.","",""
"USA","DC","Washington","2017-04-13","20020","857467","Physical","2869","1900 Anacostia Drive SE","",""
"USA","DC","Washington","2017-04-13","20024","857468","Physical","2870","900 Ohio Drive SW","",""
"USA","AS","Pago Pago","2017-04-13","96799","857469","Physical","2847","National Park of American Samoa","MHJ Building, 2nd Floor",""
"USA","NY","New York","2017-04-13","10007","857470","Physical","5190","26 Wall Street","",""
"USA","UT","Lake Powell","2017-04-13","84533","857471","Physical","2867","At the end of UT-275","Approximately 45 minutes' drive west of Blanding, Utah",""
"USA","UT","Lake Powell","2017-04-13","84533-0001","857472","Mailing","2867","HC-60 Box 1","",""
"USA","AZ","Shonto","2017-04-13","86054","857473","Physical","2873","End of AZ Highway 564","",""
"USA","AZ","Shonto","2017-04-13","86045","857474","Mailing","2873","P.O. Box 7717","",""
"USA","CT","Guilford","2017-04-13","06437     ","857476","Physical","13528","Field Road","",""
"USA","MA","Boston","2017-04-13","02109     ","857477","Mailing","13528","15 State Street","",""
"USA","NJ","New Lisbon, Pemberton Township","2017-04-13","08064     ","857478","Physical","2892","15 Springfield Rd","",""
"USA","NJ","New Lisbon","2017-07-14","08064     ","857479","Mailing","2892","New Jersey Pinelands Commission","15 Springfield Road","PO Box 359"
"USA","LA","New Orleans","2017-04-13","70130","857480","Physical","2838","916 North Peters St","",""
"USA","LA","New Orleans","2017-04-13","70130","857481","Mailing","2838","419 Decatur St","",""
"USA","WV","Glen Jean","2017-04-13","25846","857482","Physical","2840","104 Main Street","",""
"USA","WV","Glen Jean","2017-04-13","25846","857483","Mailing","2840","P.O. Box 246, 104 Main Street","",""
"USA","ID","Lapwai","2017-04-13","83540-9715","857484","Physical","2839","Nez Perce National Historical Park","39063 US Hwy 95",""
"USA","NY","Niagara University","2017-04-13","14109","857485","Physical","13529","P.O. Box 1932","125 Timon Hall",""
"USA","KS","Nicodemus","2017-04-13","67625-3015","857486","Physical","2841","304 Washington Ave.","",""
"USA","SC","Ninety Six","2017-04-13","29666","857487","Physical","2843","Ninety Six National Historic Site","1103 Hwy 248",""
"USA","NE","Valentine","2017-04-13","69201","857488","Physical","2842","214 W US Highway 20","",""
"USA","AK","Kotzebue","2017-04-13","99752","857489","Physical","2844","171 3rd Ave","",""
"USA","AK","Kotzebue","2017-04-13","99752","857490","Mailing","2844","PO Box 1029","",""
"USA","WA","Sedro-Woolley","2017-04-13","98284","857491","Physical","2845","810 State Route 20","",""
"USA","MI","Lowell","2017-07-06","49331","857492","Physical","2846","219 E. Main Street","",""
"USA","TN","Wartburg","2017-04-13","37887","857493","Physical","2877","208 N. Maiden Street","",""
"USA","GA","Macon","2017-04-13","31217","857494","Physical","2878","1207 Emery Hwy","",""
"USA","PA","Oil City","2017-04-13","16301","857495","Physical","12731","217 Elm Street","",""
"USA","OK","Oklahoma City","2018-01-23","73102-0676","857496","Physical","2879","Oklahoma City National Memorial","301 NW 6th Street, Suite 305",""
"USA","OK","Oklahoma City","2017-04-13","73101-0676","857497","Mailing","2879","Oklahoma City National Memorial","PO Box 676",""
"USA","NM","Santa Fe","2018-06-26","87501","857498","Physical","12732","National Trails Intermountain Region","Old Spanish National Historic Trail","120 South Federal Place"
"USA","NM","Santa Fe","2018-06-26","87504","857499","Mailing","12732","National Trails Intermountain Region","Old Spanish National Historic Trail","PO Box 728"
"USA","WA","Port Angeles","2017-04-13","98362","857500","Physical","2881","Olympic National Park Visitor Center","3002 Mount Angeles Road",""
"USA","WA","Port Angeles","2017-04-13","98362","857501","Mailing","2881","600 E. Park Avenue","",""
